3,3
3,3.0612
3,3.1224
3,3.1837
3,3.2449
3,3.3061
3,3.3673
3,3.4286
3,3.4898
3,3.551
3,3.6122
3,3.6735
3,3.7347
3,3.7959
3,3.8571
3,3.9184
3,3.9796
3,4.0408
3,4.102
3,4.1633
3,4.2245
3,4.2857
3,4.3469
3,4.4082
3,4.4694
3,4.5306
3,4.5918
3,4.6531
3,4.7143
3,4.7755
3,4.8367
3,4.898
3,4.9592
3,5.0204
3,5.0816
3,5.1429
3,5.2041
3,5.2653
3,5.3265
3,5.3878
3,5.449
3,5.5102
3,5.5714
3,5.6327
3,5.6939
3,5.7551
3,5.8163
3,5.8776
3,5.9388
3,6
3.0612,3
3.0612,3.0612
3.0612,3.1224
3.0612,3.1837
3.0612,3.2449
3.0612,3.3061
3.0612,3.3673
3.0612,3.4286
3.0612,3.4898
3.0612,3.551
3.0612,3.6122
3.0612,3.6735
3.0612,3.7347
3.0612,3.7959
3.0612,3.8571
3.0612,3.9184
3.0612,3.9796
3.0612,4.0408
3.0612,4.102
3.0612,4.1633
3.0612,4.2245
3.0612,4.2857
3.0612,4.3469
3.0612,4.4082
3.0612,4.4694
3.0612,4.5306
3.0612,4.5918
3.0612,4.6531
3.0612,4.7143
3.0612,4.7755
3.0612,4.8367
3.0612,4.898
3.0612,4.9592
3.0612,5.0204
3.0612,5.0816
3.0612,5.1429
3.0612,5.2041
3.0612,5.2653
3.0612,5.3265
3.0612,5.3878
3.0612,5.449
3.0612,5.5102
3.0612,5.5714
3.0612,5.6327
3.0612,5.6939
3.0612,5.7551
3.0612,5.8163
3.0612,5.8776
3.0612,5.9388
3.0612,6
3.1224,3
3.1224,3.0612
3.1224,3.1224
3.1224,3.1837
3.1224,3.2449
3.1224,3.3061
3.1224,3.3673
3.1224,3.4286
3.1224,3.4898
3.1224,3.551
3.1224,3.6122
3.1224,3.6735
3.1224,3.7347
3.1224,3.7959
3.1224,3.8571
3.1224,3.9184
3.1224,3.9796
3.1224,4.0408
3.1224,4.102
3.1224,4.1633
3.1224,4.2245
3.1224,4.2857
3.1224,4.3469
3.1224,4.4082
3.1224,4.4694
3.1224,4.5306
3.1224,4.5918
3.1224,4.6531
3.1224,4.7143
3.1224,4.7755
3.1224,4.8367
3.1224,4.898
3.1224,4.9592
3.1224,5.0204
3.1224,5.0816
3.1224,5.1429
3.1224,5.2041
3.1224,5.2653
3.1224,5.3265
3.1224,5.3878
3.1224,5.449
3.1224,5.5102
3.1224,5.5714
3.1224,5.6327
3.1224,5.6939
3.1224,5.7551
3.1224,5.8163
3.1224,5.8776
3.1224,5.9388
3.1224,6
3.1837,3
3.1837,3.0612
3.1837,3.1224
3.1837,3.1837
3.1837,3.2449
3.1837,3.3061
3.1837,3.3673
3.1837,3.4286
3.1837,3.4898
3.1837,3.551
3.1837,3.6122
3.1837,3.6735
3.1837,3.7347
3.1837,3.7959
3.1837,3.8571
3.1837,3.9184
3.1837,3.9796
3.1837,4.0408
3.1837,4.102
3.1837,4.1633
3.1837,4.2245
3.1837,4.2857
3.1837,4.3469
3.1837,4.4082
3.1837,4.4694
3.1837,4.5306
3.1837,4.5918
3.1837,4.6531
3.1837,4.7143
3.1837,4.7755
3.1837,4.8367
3.1837,4.898
3.1837,4.9592
3.1837,5.0204
3.1837,5.0816
3.1837,5.1429
3.1837,5.2041
3.1837,5.2653
3.1837,5.3265
3.1837,5.3878
3.1837,5.449
3.1837,5.5102
3.1837,5.5714
3.1837,5.6327
3.1837,5.6939
3.1837,5.7551
3.1837,5.8163
3.1837,5.8776
3.1837,5.9388
3.1837,6
3.2449,3
3.2449,3.0612
3.2449,3.1224
3.2449,3.1837
3.2449,3.2449
3.2449,3.3061
3.2449,3.3673
3.2449,3.4286
3.2449,3.4898
3.2449,3.551
3.2449,3.6122
3.2449,3.6735
3.2449,3.7347
3.2449,3.7959
3.2449,3.8571
3.2449,3.9184
3.2449,3.9796
3.2449,4.0408
3.2449,4.102
3.2449,4.1633
3.2449,4.2245
3.2449,4.2857
3.2449,4.3469
3.2449,4.4082
3.2449,4.4694
3.2449,4.5306
3.2449,4.5918
3.2449,4.6531
3.2449,4.7143
3.2449,4.7755
3.2449,4.8367
3.2449,4.898
3.2449,4.9592
3.2449,5.0204
3.2449,5.0816
3.2449,5.1429
3.2449,5.2041
3.2449,5.2653
3.2449,5.3265
3.2449,5.3878
3.2449,5.449
3.2449,5.5102
3.2449,5.5714
3.2449,5.6327
3.2449,5.6939
3.2449,5.7551
3.2449,5.8163
3.2449,5.8776
3.2449,5.9388
3.2449,6
3.3061,3
3.3061,3.0612
3.3061,3.1224
3.3061,3.1837
3.3061,3.2449
3.3061,3.3061
3.3061,3.3673
3.3061,3.4286
3.3061,3.4898
3.3061,3.551
3.3061,3.6122
3.3061,3.6735
3.3061,3.7347
3.3061,3.7959
3.3061,3.8571
3.3061,3.9184
3.3061,3.9796
3.3061,4.0408
3.3061,4.102
3.3061,4.1633
3.3061,4.2245
3.3061,4.2857
3.3061,4.3469
3.3061,4.4082
3.3061,4.4694
3.3061,4.5306
3.3061,4.5918
3.3061,4.6531
3.3061,4.7143
3.3061,4.7755
3.3061,4.8367
3.3061,4.898
3.3061,4.9592
3.3061,5.0204
3.3061,5.0816
3.3061,5.1429
3.3061,5.2041
3.3061,5.2653
3.3061,5.3265
3.3061,5.3878
3.3061,5.449
3.3061,5.5102
3.3061,5.5714
3.3061,5.6327
3.3061,5.6939
3.3061,5.7551
3.3061,5.8163
3.3061,5.8776
3.3061,5.9388
3.3061,6
3.3673,3
3.3673,3.0612
3.3673,3.1224
3.3673,3.1837
3.3673,3.2449
3.3673,3.3061
3.3673,3.3673
3.3673,3.4286
3.3673,3.4898
3.3673,3.551
3.3673,3.6122
3.3673,3.6735
3.3673,3.7347
3.3673,3.7959
3.3673,3.8571
3.3673,3.9184
3.3673,3.9796
3.3673,4.0408
3.3673,4.102
3.3673,4.1633
3.3673,4.2245
3.3673,4.2857
3.3673,4.3469
3.3673,4.4082
3.3673,4.4694
3.3673,4.5306
3.3673,4.5918
3.3673,4.6531
3.3673,4.7143
3.3673,4.7755
3.3673,4.8367
3.3673,4.898
3.3673,4.9592
3.3673,5.0204
3.3673,5.0816
3.3673,5.1429
3.3673,5.2041
3.3673,5.2653
3.3673,5.3265
3.3673,5.3878
3.3673,5.449
3.3673,5.5102
3.3673,5.5714
3.3673,5.6327
3.3673,5.6939
3.3673,5.7551
3.3673,5.8163
3.3673,5.8776
3.3673,5.9388
3.3673,6
3.4286,3
3.4286,3.0612
3.4286,3.1224
3.4286,3.1837
3.4286,3.2449
3.4286,3.3061
3.4286,3.3673
3.4286,3.4286
3.4286,3.4898
3.4286,3.551
3.4286,3.6122
3.4286,3.6735
3.4286,3.7347
3.4286,3.7959
3.4286,3.8571
3.4286,3.9184
3.4286,3.9796
3.4286,4.0408
3.4286,4.102
3.4286,4.1633
3.4286,4.2245
3.4286,4.2857
3.4286,4.3469
3.4286,4.4082
3.4286,4.4694
3.4286,4.5306
3.4286,4.5918
3.4286,4.6531
3.4286,4.7143
3.4286,4.7755
3.4286,4.8367
3.4286,4.898
3.4286,4.9592
3.4286,5.0204
3.4286,5.0816
3.4286,5.1429
3.4286,5.2041
3.4286,5.2653
3.4286,5.3265
3.4286,5.3878
3.4286,5.449
3.4286,5.5102
3.4286,5.5714
3.4286,5.6327
3.4286,5.6939
3.4286,5.7551
3.4286,5.8163
3.4286,5.8776
3.4286,5.9388
3.4286,6
3.4898,3
3.4898,3.0612
3.4898,3.1224
3.4898,3.1837
3.4898,3.2449
3.4898,3.3061
3.4898,3.3673
3.4898,3.4286
3.4898,3.4898
3.4898,3.551
3.4898,3.6122
3.4898,3.6735
3.4898,3.7347
3.4898,3.7959
3.4898,3.8571
3.4898,3.9184
3.4898,3.9796
3.4898,4.0408
3.4898,4.102
3.4898,4.1633
3.4898,4.2245
3.4898,4.2857
3.4898,4.3469
3.4898,4.4082
3.4898,4.4694
3.4898,4.5306
3.4898,4.5918
3.4898,4.6531
3.4898,4.7143
3.4898,4.7755
3.4898,4.8367
3.4898,4.898
3.4898,4.9592
3.4898,5.0204
3.4898,5.0816
3.4898,5.1429
3.4898,5.2041
3.4898,5.2653
3.4898,5.3265
3.4898,5.3878
3.4898,5.449
3.4898,5.5102
3.4898,5.5714
3.4898,5.6327
3.4898,5.6939
3.4898,5.7551
3.4898,5.8163
3.4898,5.8776
3.4898,5.9388
3.4898,6
3.551,3
3.551,3.0612
3.551,3.1224
3.551,3.1837
3.551,3.2449
3.551,3.3061
3.551,3.3673
3.551,3.4286
3.551,3.4898
3.551,3.551
3.551,3.6122
3.551,3.6735
3.551,3.7347
3.551,3.7959
3.551,3.8571
3.551,3.9184
3.551,3.9796
3.551,4.0408
3.551,4.102
3.551,4.1633
3.551,4.2245
3.551,4.2857
3.551,4.3469
3.551,4.4082
3.551,4.4694
3.551,4.5306
